x,y,label,filename
601,1601,0,10257_idx5_x601_y1601_class0.png
1701,2051,0,10257_idx5_x1701_y2051_class0.png
851,1501,0,10257_idx5_x851_y1501_class0.png
2301,801,0,10257_idx5_x2301_y801_class0.png
1601,701,0,10257_idx5_x1601_y701_class0.png
1501,851,0,10257_idx5_x1501_y851_class0.png
1601,1801,0,10257_idx5_x1601_y1801_class0.png
2051,1451,0,10257_idx5_x2051_y1451_class0.png
2101,1751,0,10257_idx5_x2101_y1751_class0.png
1651,701,0,10257_idx5_x1651_y701_class0.png
2151,1001,0,10257_idx5_x2151_y1001_class0.png
451,1401,0,10257_idx5_x451_y1401_class0.png
1951,251,0,10257_idx5_x1951_y251_class0.png
1451,1351,0,10257_idx5_x1451_y1351_class0.png
2101,1801,0,10257_idx5_x2101_y1801_class0.png
2101,1701,0,10257_idx5_x2101_y1701_class0.png
1701,1851,0,10257_idx5_x1701_y1851_class0.png
1551,851,0,10257_idx5_x1551_y851_class0.png
501,1501,0,10257_idx5_x501_y1501_class0.png
2001,1001,0,10257_idx5_x2001_y1001_class0.png
2301,351,0,10257_idx5_x2301_y351_class0.png
2251,751,0,10257_idx5_x2251_y751_class0.png
1001,1801,0,10257_idx5_x1001_y1801_class0.png
2051,1351,0,10257_idx5_x2051_y1351_class0.png
2351,301,0,10257_idx5_x2351_y301_class0.png
2051,301,0,10257_idx5_x2051_y301_class0.png
1451,1551,0,10257_idx5_x1451_y1551_class0.png
2051,1501,0,10257_idx5_x2051_y1501_class0.png
1801,651,0,10257_idx5_x1801_y651_class0.png
1451,651,0,10257_idx5_x1451_y651_class0.png
1851,151,0,10257_idx5_x1851_y151_class0.png
1551,801,0,10257_idx5_x1551_y801_class0.png
1951,551,0,10257_idx5_x1951_y551_class0.png
1551,901,0,10257_idx5_x1551_y901_class0.png
1751,651,0,10257_idx5_x1751_y651_class0.png
351,1401,0,10257_idx5_x351_y1401_class0.png
601,1501,0,10257_idx5_x601_y1501_class0.png
1801,1201,0,10257_idx5_x1801_y1201_class0.png
1401,1551,0,10257_idx5_x1401_y1551_class0.png
1951,2151,0,10257_idx5_x1951_y2151_class0.png
2001,101,0,10257_idx5_x2001_y101_class0.png
2201,201,0,10257_idx5_x2201_y201_class0.png
1101,1551,0,10257_idx5_x1101_y1551_class0.png
2101,1001,0,10257_idx5_x2101_y1001_class0.png
451,1501,0,10257_idx5_x451_y1501_class0.png
1551,1751,0,10257_idx5_x1551_y1751_class0.png
2001,351,0,10257_idx5_x2001_y351_class0.png
2001,1451,0,10257_idx5_x2001_y1451_class0.png
1751,551,0,10257_idx5_x1751_y551_class0.png
351,701,0,10257_idx5_x351_y701_class0.png
1951,51,0,10257_idx5_x1951_y51_class0.png
1451,1101,0,10257_idx5_x1451_y1101_class0.png
1751,1901,0,10257_idx5_x1751_y1901_class0.png
901,1701,0,10257_idx5_x901_y1701_class0.png
2001,1051,0,10257_idx5_x2001_y1051_class0.png
1251,1551,0,10257_idx5_x1251_y1551_class0.png
2251,1801,0,10257_idx5_x2251_y1801_class0.png
1901,601,0,10257_idx5_x1901_y601_class0.png
1951,1101,0,10257_idx5_x1951_y1101_class0.png
2051,101,0,10257_idx5_x2051_y101_class0.png
2101,2101,0,10257_idx5_x2101_y2101_class0.png
2051,1101,0,10257_idx5_x2051_y1101_class0.png
1501,751,0,10257_idx5_x1501_y751_class0.png
1701,501,0,10257_idx5_x1701_y501_class0.png
1951,101,0,10257_idx5_x1951_y101_class0.png
1951,1851,0,10257_idx5_x1951_y1851_class0.png
2151,101,0,10257_idx5_x2151_y101_class0.png
2401,1851,0,10257_idx5_x2401_y1851_class0.png
1601,751,0,10257_idx5_x1601_y751_class0.png
2201,801,0,10257_idx5_x2201_y801_class0.png
1751,2001,0,10257_idx5_x1751_y2001_class0.png
2201,2151,0,10257_idx5_x2201_y2151_class0.png
1651,1951,0,10257_idx5_x1651_y1951_class0.png
2101,2051,0,10257_idx5_x2101_y2051_class0.png
2101,101,0,10257_idx5_x2101_y101_class0.png
2051,251,0,10257_idx5_x2051_y251_class0.png
501,951,0,10257_idx5_x501_y951_class0.png
1651,501,0,10257_idx5_x1651_y501_class0.png
2001,1101,0,10257_idx5_x2001_y1101_class0.png
1151,1551,0,10257_idx5_x1151_y1551_class0.png
2351,1801,0,10257_idx5_x2351_y1801_class0.png
1401,1201,0,10257_idx5_x1401_y1201_class0.png
1851,1151,0,10257_idx5_x1851_y1151_class0.png
2001,1151,0,10257_idx5_x2001_y1151_class0.png
1801,2001,0,10257_idx5_x1801_y2001_class0.png
1501,951,0,10257_idx5_x1501_y951_class0.png
2101,1501,0,10257_idx5_x2101_y1501_class0.png
151,1101,0,10257_idx5_x151_y1101_class0.png
1651,2001,0,10257_idx5_x1651_y2001_class0.png
1901,1301,0,10257_idx5_x1901_y1301_class0.png
251,1401,0,10257_idx5_x251_y1401_class0.png
2051,1001,0,10257_idx5_x2051_y1001_class0.png
1901,151,0,10257_idx5_x1901_y151_class0.png
2201,751,0,10257_idx5_x2201_y751_class0.png
2151,1601,0,10257_idx5_x2151_y1601_class0.png
1401,1351,0,10257_idx5_x1401_y1351_class0.png
1951,1201,0,10257_idx5_x1951_y1201_class0.png
901,1801,0,10257_idx5_x901_y1801_class0.png
2051,1551,0,10257_idx5_x2051_y1551_class0.png
2301,851,0,10257_idx5_x2301_y851_class0.png
1901,1201,0,10257_idx5_x1901_y1201_class0.png
951,1551,0,10257_idx5_x951_y1551_class0.png
2351,1651,0,10257_idx5_x2351_y1651_class0.png
2051,51,0,10257_idx5_x2051_y51_class0.png
1801,1851,0,10257_idx5_x1801_y1851_class0.png
1401,1251,0,10257_idx5_x1401_y1251_class0.png
2151,901,0,10257_idx5_x2151_y901_class0.png
1151,1801,0,10257_idx5_x1151_y1801_class0.png
1401,701,0,10257_idx5_x1401_y701_class0.png
1651,551,0,10257_idx5_x1651_y551_class0.png
1001,1551,0,10257_idx5_x1001_y1551_class0.png
1251,1851,0,10257_idx5_x1251_y1851_class0.png
1401,1301,0,10257_idx5_x1401_y1301_class0.png
951,1801,0,10257_idx5_x951_y1801_class0.png
1901,1151,0,10257_idx5_x1901_y1151_class0.png
2151,201,0,10257_idx5_x2151_y201_class0.png
1851,601,0,10257_idx5_x1851_y601_class0.png
1151,1851,0,10257_idx5_x1151_y1851_class0.png
1351,651,0,10257_idx5_x1351_y651_class0.png
1851,1101,0,10257_idx5_x1851_y1101_class0.png
1251,1151,0,10257_idx5_x1251_y1151_class0.png
851,1001,1,10255_idx5_x851_y1001_class1.png
651,951,1,10255_idx5_x651_y951_class1.png
301,951,1,10255_idx5_x301_y951_class1.png
901,601,1,10255_idx5_x901_y601_class1.png
601,1151,1,10255_idx5_x601_y1151_class1.png
251,1101,1,10255_idx5_x251_y1101_class1.png
1051,701,1,10255_idx5_x1051_y701_class1.png
1051,501,1,10255_idx5_x1051_y501_class1.png
501,951,1,10255_idx5_x501_y951_class1.png
251,951,1,10255_idx5_x251_y951_class1.png
601,1101,1,10255_idx5_x601_y1101_class1.png
201,1101,1,10255_idx5_x201_y1101_class1.png
1151,601,1,10255_idx5_x1151_y601_class1.png
451,1151,1,10255_idx5_x451_y1151_class1.png
151,1051,1,10255_idx5_x151_y1051_class1.png
201,1001,1,10255_idx5_x201_y1001_class1.png
701,1001,1,10255_idx5_x701_y1001_class1.png
1001,501,1,10255_idx5_x1001_y501_class1.png
751,1151,1,10255_idx5_x751_y1151_class1.png
351,951,1,10255_idx5_x351_y951_class1.png
551,1151,1,10255_idx5_x551_y1151_class1.png
801,1051,1,10255_idx5_x801_y1051_class1.png
501,1051,1,10255_idx5_x501_y1051_class1.png
801,1101,1,10255_idx5_x801_y1101_class1.png
951,651,1,10255_idx5_x951_y651_class1.png
501,1101,1,10255_idx5_x501_y1101_class1.png
1001,551,1,10255_idx5_x1001_y551_class1.png
301,1051,1,10255_idx5_x301_y1051_class1.png
651,1101,1,10255_idx5_x651_y1101_class1.png
1051,651,1,10255_idx5_x1051_y651_class1.png
501,1151,1,10255_idx5_x501_y1151_class1.png
351,1051,1,10255_idx5_x351_y1051_class1.png
1101,551,1,10255_idx5_x1101_y551_class1.png
701,951,1,10255_idx5_x701_y951_class1.png
751,1101,1,10255_idx5_x751_y1101_class1.png
701,1051,1,10255_idx5_x701_y1051_class1.png
651,1151,1,10255_idx5_x651_y1151_class1.png
851,651,1,10255_idx5_x851_y651_class1.png
401,1051,1,10255_idx5_x401_y1051_class1.png
1051,551,1,10255_idx5_x1051_y551_class1.png
851,701,1,10255_idx5_x851_y701_class1.png
651,1051,1,10255_idx5_x651_y1051_class1.png
251,1001,1,10255_idx5_x251_y1001_class1.png
601,1051,1,10255_idx5_x601_y1051_class1.png
1001,601,1,10255_idx5_x1001_y601_class1.png
451,1101,1,10255_idx5_x451_y1101_class1.png
401,1101,1,10255_idx5_x401_y1101_class1.png
751,1051,1,10255_idx5_x751_y1051_class1.png
1101,501,1,10255_idx5_x1101_y501_class1.png
301,1001,1,10255_idx5_x301_y1001_class1.png
551,1101,1,10255_idx5_x551_y1101_class1.png
701,1101,1,10255_idx5_x701_y1101_class1.png
951,551,1,10255_idx5_x951_y551_class1.png
301,1151,1,10255_idx5_x301_y1151_class1.png
551,1051,1,10255_idx5_x551_y1051_class1.png
801,1001,1,10255_idx5_x801_y1001_class1.png
601,1001,1,10255_idx5_x601_y1001_class1.png
751,951,1,10255_idx5_x751_y951_class1.png
1151,501,1,10255_idx5_x1151_y501_class1.png
951,601,1,10255_idx5_x951_y601_class1.png
1151,551,1,10255_idx5_x1151_y551_class1.png
1101,601,1,10255_idx5_x1101_y601_class1.png
901,701,1,10255_idx5_x901_y701_class1.png
151,1001,1,10255_idx5_x151_y1001_class1.png
401,1151,1,10255_idx5_x401_y1151_class1.png
451,1001,1,10255_idx5_x451_y1001_class1.png
651,1001,1,10255_idx5_x651_y1001_class1.png
1101,451,1,10255_idx5_x1101_y451_class1.png
751,1001,1,10255_idx5_x751_y1001_class1.png
351,1101,1,10255_idx5_x351_y1101_class1.png
1101,651,1,10255_idx5_x1101_y651_class1.png
701,1151,1,10255_idx5_x701_y1151_class1.png
501,1001,1,10255_idx5_x501_y1001_class1.png
951,701,1,10255_idx5_x951_y701_class1.png
901,651,1,10255_idx5_x901_y651_class1.png
1051,601,1,10255_idx5_x1051_y601_class1.png
401,1001,1,10255_idx5_x401_y1001_class1.png
201,1051,1,10255_idx5_x201_y1051_class1.png
401,951,1,10255_idx5_x401_y951_class1.png
601,951,1,10255_idx5_x601_y951_class1.png
251,1051,1,10255_idx5_x251_y1051_class1.png
551,951,1,10255_idx5_x551_y951_class1.png
451,951,1,10255_idx5_x451_y951_class1.png
551,1001,1,10255_idx5_x551_y1001_class1.png
1001,651,1,10255_idx5_x1001_y651_class1.png
1001,701,1,10255_idx5_x1001_y701_class1.png
301,1101,1,10255_idx5_x301_y1101_class1.png
451,1051,1,10255_idx5_x451_y1051_class1.png
801,951,1,10255_idx5_x801_y951_class1.png
351,1151,1,10255_idx5_x351_y1151_class1.png
351,1001,1,10255_idx5_x351_y1001_class1.png
2251,1051,0,10255_idx5_x2251_y1051_class0.png
951,951,0,10255_idx5_x951_y951_class0.png
751,1751,0,10255_idx5_x751_y1751_class0.png
1401,1651,0,10255_idx5_x1401_y1651_class0.png
1251,401,0,10255_idx5_x1251_y401_class0.png
901,1601,0,10255_idx5_x901_y1601_class0.png
751,851,0,10255_idx5_x751_y851_class0.png
601,751,0,10255_idx5_x601_y751_class0.png
851,951,0,10255_idx5_x851_y951_class0.png
651,1701,0,10255_idx5_x651_y1701_class0.png
951,751,0,10255_idx5_x951_y751_class0.png
651,1651,0,10255_idx5_x651_y1651_class0.png
251,651,0,10255_idx5_x251_y651_class0.png
751,751,0,10255_idx5_x751_y751_class0.png
901,1701,0,10255_idx5_x901_y1701_class0.png
1351,251,0,10255_idx5_x1351_y251_class0.png
1101,1001,0,10255_idx5_x1101_y1001_class0.png
1301,351,0,10255_idx5_x1301_y351_class0.png
351,1451,0,10255_idx5_x351_y1451_class0.png
1051,951,0,10255_idx5_x1051_y951_class0.png
501,1451,0,10255_idx5_x501_y1451_class0.png
251,601,0,10255_idx5_x251_y601_class0.png
1201,451,0,10255_idx5_x1201_y451_class0.png
2101,1001,0,10255_idx5_x2101_y1001_class0.png
651,1601,0,10255_idx5_x651_y1601_class0.png
551,1601,0,10255_idx5_x551_y1601_class0.png
1201,1651,0,10255_idx5_x1201_y1651_class0.png
1051,1751,0,10255_idx5_x1051_y1751_class0.png
401,651,0,10255_idx5_x401_y651_class0.png
201,1151,0,10255_idx5_x201_y1151_class0.png
2101,1051,0,10255_idx5_x2101_y1051_class0.png
1601,1751,0,10255_idx5_x1601_y1751_class0.png
551,651,0,10255_idx5_x551_y651_class0.png
301,651,0,10255_idx5_x301_y651_class0.png
1651,1851,0,10255_idx5_x1651_y1851_class0.png
1601,1051,0,10255_idx5_x1601_y1051_class0.png
851,1701,0,10255_idx5_x851_y1701_class0.png
2151,1101,0,10255_idx5_x2151_y1101_class0.png
801,1751,0,10255_idx5_x801_y1751_class0.png
1601,1851,0,10255_idx5_x1601_y1851_class0.png
1651,1801,0,10255_idx5_x1651_y1801_class0.png
951,1551,0,10255_idx5_x951_y1551_class0.png
851,1101,0,10255_idx5_x851_y1101_class0.png
851,751,0,10255_idx5_x851_y751_class0.png
1251,1551,0,10255_idx5_x1251_y1551_class0.png
501,1601,0,10255_idx5_x501_y1601_class0.png
401,701,0,10255_idx5_x401_y701_class0.png
1451,1801,0,10255_idx5_x1451_y1801_class0.png
1251,1601,0,10255_idx5_x1251_y1601_class0.png
1351,1601,0,10255_idx5_x1351_y1601_class0.png
1151,451,0,10255_idx5_x1151_y451_class0.png
501,701,0,10255_idx5_x501_y701_class0.png
1501,1651,0,10255_idx5_x1501_y1651_class0.png
1001,951,0,10255_idx5_x1001_y951_class0.png
2201,1151,0,10255_idx5_x2201_y1151_class0.png
351,601,0,10255_idx5_x351_y601_class0.png
451,1551,0,10255_idx5_x451_y1551_class0.png
2151,1051,0,10255_idx5_x2151_y1051_class0.png
1751,1801,0,10255_idx5_x1751_y1801_class0.png
2201,1051,0,10255_idx5_x2201_y1051_class0.png
1101,951,0,10255_idx5_x1101_y951_class0.png
1551,1751,0,10255_idx5_x1551_y1751_class0.png
1401,101,0,10255_idx5_x1401_y101_class0.png
351,651,0,10255_idx5_x351_y651_class0.png
751,801,0,10255_idx5_x751_y801_class0.png
1501,1701,0,10255_idx5_x1501_y1701_class0.png
701,851,0,10255_idx5_x701_y851_class0.png
851,1051,0,10255_idx5_x851_y1051_class0.png
2151,1151,0,10255_idx5_x2151_y1151_class0.png
1001,1601,0,10255_idx5_x1001_y1601_class0.png
1301,1651,0,10255_idx5_x1301_y1651_class0.png
2201,1101,0,10255_idx5_x2201_y1101_class0.png
301,601,0,10255_idx5_x301_y601_class0.png
1001,1551,0,10255_idx5_x1001_y1551_class0.png
2201,1001,0,10255_idx5_x2201_y1001_class0.png
1301,301,0,10255_idx5_x1301_y301_class0.png
1051,1001,0,10255_idx5_x1051_y1001_class0.png
1701,1901,0,10255_idx5_x1701_y1901_class0.png
251,1151,0,10255_idx5_x251_y1151_class0.png
1751,1851,0,10255_idx5_x1751_y1851_class0.png
451,701,0,10255_idx5_x451_y701_class0.png
801,1701,0,10255_idx5_x801_y1701_class0.png
601,1651,0,10255_idx5_x601_y1651_class0.png
1351,1801,0,10255_idx5_x1351_y1801_class0.png
451,651,0,10255_idx5_x451_y651_class0.png
651,851,0,10255_idx5_x651_y851_class0.png
1551,1851,0,10255_idx5_x1551_y1851_class0.png
351,701,0,10255_idx5_x351_y701_class0.png
951,1651,0,10255_idx5_x951_y1651_class0.png
601,851,0,10255_idx5_x601_y851_class0.png
401,1501,0,10255_idx5_x401_y1501_class0.png
751,1701,0,10255_idx5_x751_y1701_class0.png
601,1701,0,10255_idx5_x601_y1701_class0.png
701,801,0,10255_idx5_x701_y801_class0.png
1101,1651,0,10255_idx5_x1101_y1651_class0.png
1501,1751,0,10255_idx5_x1501_y1751_class0.png
801,851,0,10255_idx5_x801_y851_class0.png
1201,1701,0,10255_idx5_x1201_y1701_class0.png
2051,1051,0,10255_idx5_x2051_y1051_class0.png
501,1551,0,10255_idx5_x501_y1551_class0.png
1451,1651,0,10255_idx5_x1451_y1651_class0.png
1351,1751,0,10255_idx5_x1351_y1751_class0.png
1151,401,0,10255_idx5_x1151_y401_class0.png
801,751,0,10255_idx5_x801_y751_class0.png
2101,1101,0,10255_idx5_x2101_y1101_class0.png
201,601,0,10255_idx5_x201_y601_class0.png
351,1501,0,10255_idx5_x351_y1501_class0.png
751,1601,0,10255_idx5_x751_y1601_class0.png
1551,1801,0,10255_idx5_x1551_y1801_class0.png
151,1101,0,10255_idx5_x151_y1101_class0.png
1651,1901,0,10255_idx5_x1651_y1901_class0.png
801,801,0,10255_idx5_x801_y801_class0.png
401,1451,0,10255_idx5_x401_y1451_class0.png
2051,1101,0,10255_idx5_x2051_y1101_class0.png
2151,1001,0,10255_idx5_x2151_y1001_class0.png
751,1651,0,10255_idx5_x751_y1651_class0.png
1401,201,0,10255_idx5_x1401_y201_class0.png
451,1601,0,10255_idx5_x451_y1601_class0.png
1201,401,0,10255_idx5_x1201_y401_class0.png
1451,1701,0,10255_idx5_x1451_y1701_class0.png
601,1601,0,10255_idx5_x601_y1601_class0.png
2051,1151,0,10255_idx5_x2051_y1151_class0.png
501,1501,0,10255_idx5_x501_y1501_class0.png
551,801,0,10255_idx5_x551_y801_class0.png
1251,1651,0,10255_idx5_x1251_y1651_class0.png
1051,1651,0,10255_idx5_x1051_y1651_class0.png
151,1151,0,10255_idx5_x151_y1151_class0.png
901,951,0,10255_idx5_x901_y951_class0.png
2101,1151,0,10255_idx5_x2101_y1151_class0.png
1451,101,0,10255_idx5_x1451_y101_class0.png
401,1551,0,10255_idx5_x401_y1551_class0.png
1001,1651,0,10255_idx5_x1001_y1651_class0.png
651,801,0,10255_idx5_x651_y801_class0.png
401,601,0,10255_idx5_x401_y601_class0.png
2001,1151,0,10255_idx5_x2001_y1151_class0.png
1701,1801,0,10255_idx5_x1701_y1801_class0.png
801,1651,0,10255_idx5_x801_y1651_class0.png
1101,1701,0,10255_idx5_x1101_y1701_class0.png
1351,1651,0,10255_idx5_x1351_y1651_class0.png
951,1051,0,10255_idx5_x951_y1051_class0.png
501,651,0,10255_idx5_x501_y651_class0.png
1601,1801,0,10255_idx5_x1601_y1801_class0.png
451,1501,0,10255_idx5_x451_y1501_class0.png
2001,1101,0,10255_idx5_x2001_y1101_class0.png
1251,1701,0,10255_idx5_x1251_y1701_class0.png
501,751,0,10255_idx5_x501_y751_class0.png
951,1601,0,10255_idx5_x951_y1601_class0.png
1551,1701,0,10255_idx5_x1551_y1701_class0.png
701,1701,0,10255_idx5_x701_y1701_class0.png
1401,151,0,10255_idx5_x1401_y151_class0.png
551,701,0,10255_idx5_x551_y701_class0.png
1601,1101,0,10255_idx5_x1601_y1101_class0.png
1201,1601,0,10255_idx5_x1201_y1601_class0.png
451,751,0,10255_idx5_x451_y751_class0.png
1101,1801,0,10255_idx5_x1101_y1801_class0.png
751,1551,0,10255_idx5_x751_y1551_class0.png
901,901,0,10255_idx5_x901_y901_class0.png
1401,1801,0,10255_idx5_x1401_y1801_class0.png
1701,1851,0,10255_idx5_x1701_y1851_class0.png
901,751,0,10255_idx5_x901_y751_class0.png
1201,1551,0,10255_idx5_x1201_y1551_class0.png
801,1601,0,10255_idx5_x801_y1601_class0.png
1301,1551,0,10255_idx5_x1301_y1551_class0.png
701,1601,0,10255_idx5_x701_y1601_class0.png
751,701,0,10255_idx5_x751_y701_class0.png
2251,1001,0,10255_idx5_x2251_y1001_class0.png
851,1601,0,10255_idx5_x851_y1601_class0.png
1551,1101,0,10255_idx5_x1551_y1101_class0.png
1301,1601,0,10255_idx5_x1301_y1601_class0.png
551,1551,0,10255_idx5_x551_y1551_class0.png
701,1651,0,10255_idx5_x701_y1651_class0.png
801,701,0,10255_idx5_x801_y701_class0.png
451,601,0,10255_idx5_x451_y601_class0.png
901,1551,0,10255_idx5_x901_y1551_class0.png
551,751,0,10255_idx5_x551_y751_class0.png
1051,1051,0,10255_idx5_x1051_y1051_class0.png
1201,1751,0,10255_idx5_x1201_y1751_class0.png
651,751,0,10255_idx5_x651_y751_class0.png
601,701,0,10255_idx5_x601_y701_class0.png
1151,1651,0,10255_idx5_x1151_y1651_class0.png
601,801,0,10255_idx5_x601_y801_class0.png
1851,1251,1,10254_idx5_x1851_y1251_class1.png
1851,1201,1,10254_idx5_x1851_y1201_class1.png
1851,1401,1,10254_idx5_x1851_y1401_class1.png
1651,1351,1,10254_idx5_x1651_y1351_class1.png
1601,1301,1,10254_idx5_x1601_y1301_class1.png
1651,1201,1,10254_idx5_x1651_y1201_class1.png
1701,1351,1,10254_idx5_x1701_y1351_class1.png
1651,1601,1,10254_idx5_x1651_y1601_class1.png
1851,1001,1,10254_idx5_x1851_y1001_class1.png
1751,1451,1,10254_idx5_x1751_y1451_class1.png
1701,1301,1,10254_idx5_x1701_y1301_class1.png
1801,1051,1,10254_idx5_x1801_y1051_class1.png
1651,1051,1,10254_idx5_x1651_y1051_class1.png
1701,951,1,10254_idx5_x1701_y951_class1.png
1801,1351,1,10254_idx5_x1801_y1351_class1.png
1751,1201,1,10254_idx5_x1751_y1201_class1.png
1701,1201,1,10254_idx5_x1701_y1201_class1.png
1651,1651,1,10254_idx5_x1651_y1651_class1.png
1601,1451,1,10254_idx5_x1601_y1451_class1.png
1651,1401,1,10254_idx5_x1651_y1401_class1.png
1751,1251,1,10254_idx5_x1751_y1251_class1.png
1701,1551,1,10254_idx5_x1701_y1551_class1.png
1851,1351,1,10254_idx5_x1851_y1351_class1.png
1801,1201,1,10254_idx5_x1801_y1201_class1.png
1751,1101,1,10254_idx5_x1751_y1101_class1.png
1651,1101,1,10254_idx5_x1651_y1101_class1.png
1701,1451,1,10254_idx5_x1701_y1451_class1.png
1751,1001,1,10254_idx5_x1751_y1001_class1.png
1751,1601,1,10254_idx5_x1751_y1601_class1.png
1651,1701,1,10254_idx5_x1651_y1701_class1.png
1851,1301,1,10254_idx5_x1851_y1301_class1.png
1701,1501,1,10254_idx5_x1701_y1501_class1.png
1801,1451,1,10254_idx5_x1801_y1451_class1.png
1601,1351,1,10254_idx5_x1601_y1351_class1.png
1801,1301,1,10254_idx5_x1801_y1301_class1.png
1801,1401,1,10254_idx5_x1801_y1401_class1.png
1701,1701,1,10254_idx5_x1701_y1701_class1.png
1701,1401,1,10254_idx5_x1701_y1401_class1.png
1801,1501,1,10254_idx5_x1801_y1501_class1.png
1751,1701,1,10254_idx5_x1751_y1701_class1.png
1701,1251,1,10254_idx5_x1701_y1251_class1.png
1751,951,1,10254_idx5_x1751_y951_class1.png
1801,1601,1,10254_idx5_x1801_y1601_class1.png
1751,1551,1,10254_idx5_x1751_y1551_class1.png
1701,1001,1,10254_idx5_x1701_y1001_class1.png
1751,1401,1,10254_idx5_x1751_y1401_class1.png
1651,1551,1,10254_idx5_x1651_y1551_class1.png
1801,1001,1,10254_idx5_x1801_y1001_class1.png
1801,951,1,10254_idx5_x1801_y951_class1.png
1801,1551,1,10254_idx5_x1801_y1551_class1.png
1801,1251,1,10254_idx5_x1801_y1251_class1.png
1751,1051,1,10254_idx5_x1751_y1051_class1.png
1701,1051,1,10254_idx5_x1701_y1051_class1.png
1801,1101,1,10254_idx5_x1801_y1101_class1.png
1701,1101,1,10254_idx5_x1701_y1101_class1.png
1851,1101,1,10254_idx5_x1851_y1101_class1.png
1701,1751,1,10254_idx5_x1701_y1751_class1.png
1851,1151,1,10254_idx5_x1851_y1151_class1.png
1801,1151,1,10254_idx5_x1801_y1151_class1.png
1701,1601,1,10254_idx5_x1701_y1601_class1.png
1701,1151,1,10254_idx5_x1701_y1151_class1.png
1751,1351,1,10254_idx5_x1751_y1351_class1.png
1651,1001,1,10254_idx5_x1651_y1001_class1.png
1651,1151,1,10254_idx5_x1651_y1151_class1.png
1651,1451,1,10254_idx5_x1651_y1451_class1.png
1751,1151,1,10254_idx5_x1751_y1151_class1.png
1701,1651,1,10254_idx5_x1701_y1651_class1.png
1751,1501,1,10254_idx5_x1751_y1501_class1.png
1751,1651,1,10254_idx5_x1751_y1651_class1.png
1751,1301,1,10254_idx5_x1751_y1301_class1.png
1651,1501,1,10254_idx5_x1651_y1501_class1.png
1651,1251,1,10254_idx5_x1651_y1251_class1.png
1751,1751,1,10254_idx5_x1751_y1751_class1.png
1851,1051,1,10254_idx5_x1851_y1051_class1.png
1601,1401,1,10254_idx5_x1601_y1401_class1.png
1651,1301,1,10254_idx5_x1651_y1301_class1.png
401,1101,0,10254_idx5_x401_y1101_class0.png
2001,401,0,10254_idx5_x2001_y401_class0.png
1301,1501,0,10254_idx5_x1301_y1501_class0.png
1151,1351,0,10254_idx5_x1151_y1351_class0.png
2101,701,0,10254_idx5_x2101_y701_class0.png
951,251,0,10254_idx5_x951_y251_class0.png
601,1201,0,10254_idx5_x601_y1201_class0.png
751,51,0,10254_idx5_x751_y51_class0.png
551,1351,0,10254_idx5_x551_y1351_class0.png
151,501,0,10254_idx5_x151_y501_class0.png
1001,701,0,10254_idx5_x1001_y701_class0.png
551,551,0,10254_idx5_x551_y551_class0.png
701,1251,0,10254_idx5_x701_y1251_class0.png
551,601,0,10254_idx5_x551_y601_class0.png
1001,351,0,10254_idx5_x1001_y351_class0.png
701,1851,0,10254_idx5_x701_y1851_class0.png
251,351,0,10254_idx5_x251_y351_class0.png
2201,651,0,10254_idx5_x2201_y651_class0.png
551,1901,0,10254_idx5_x551_y1901_class0.png
1001,1451,0,10254_idx5_x1001_y1451_class0.png
101,1351,0,10254_idx5_x101_y1351_class0.png
1601,1551,0,10254_idx5_x1601_y1551_class0.png
701,801,0,10254_idx5_x701_y801_class0.png
2251,701,0,10254_idx5_x2251_y701_class0.png
501,1001,0,10254_idx5_x501_y1001_class0.png
1801,651,0,10254_idx5_x1801_y651_class0.png
1301,951,0,10254_idx5_x1301_y951_class0.png
701,1201,0,10254_idx5_x701_y1201_class0.png
701,401,0,10254_idx5_x701_y401_class0.png
351,1801,0,10254_idx5_x351_y1801_class0.png
1351,1401,0,10254_idx5_x1351_y1401_class0.png
1251,1701,0,10254_idx5_x1251_y1701_class0.png
1051,601,0,10254_idx5_x1051_y601_class0.png
951,1251,0,10254_idx5_x951_y1251_class0.png
201,1601,0,10254_idx5_x201_y1601_class0.png
451,901,0,10254_idx5_x451_y901_class0.png
1901,1251,0,10254_idx5_x1901_y1251_class0.png
1101,1751,0,10254_idx5_x1101_y1751_class0.png
801,251,0,10254_idx5_x801_y251_class0.png
1051,1551,0,10254_idx5_x1051_y1551_class0.png
2301,1051,0,10254_idx5_x2301_y1051_class0.png
1751,651,0,10254_idx5_x1751_y651_class0.png
1801,401,0,10254_idx5_x1801_y401_class0.png
251,1601,0,10254_idx5_x251_y1601_class0.png
1551,1001,0,10254_idx5_x1551_y1001_class0.png
1101,1401,0,10254_idx5_x1101_y1401_class0.png
2351,501,0,10254_idx5_x2351_y501_class0.png
1901,1101,0,10254_idx5_x1901_y1101_class0.png
1501,1351,0,10254_idx5_x1501_y1351_class0.png
1301,751,0,10254_idx5_x1301_y751_class0.png
651,1251,0,10254_idx5_x651_y1251_class0.png
1901,751,0,10254_idx5_x1901_y751_class0.png
801,1651,0,10254_idx5_x801_y1651_class0.png
601,1901,0,10254_idx5_x601_y1901_class0.png
551,1101,0,10254_idx5_x551_y1101_class0.png
2351,651,0,10254_idx5_x2351_y651_class0.png
801,1751,0,10254_idx5_x801_y1751_class0.png
1051,1751,0,10254_idx5_x1051_y1751_class0.png
